Brand,Model,YOM,Engine (cc),Gear,Fuel Type,Millage(KM),Town,Date,Leasing,Condition,AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW,Price
AUDI,A1,2016,990,Automatic,Petrol,99000,Gampaha,2/5/2025,No Leasing,USED,Available,Available,Available,Available,100
AUDI,A1,2017,1000,Automatic,Petrol,88000,Colombo,1/14/2025,No Leasing,USED,Available,Available,Available,Available,97
AUDI,A1,2018,1000,Automatic,Petrol,77000,Dehiwala-Mount-Lavinia,1/23/2025,No Leasing,USED,Available,Available,Available,Available,98.5
AUDI,A1,2017,1000,Automatic,Petrol,88000,Negombo,12/21/2024,No Leasing,USED,Available,Available,Available,Available,107
AUDI,A1,2017,1000,Automatic,Petrol,88000,Colombo,12/21/2024,No Leasing,USED,Available,Available,Available,Available,99.5
AUDI,A1,2018,1500,Automatic,Petrol,77000,Colombo,12/16/2024,No Leasing,USED,Available,Available,Available,Available,91.375
AUDI,A1,2017,1000,Automatic,Petrol,88000,Matara,12/11/2024,No Leasing,USED,Available,Available,Available,Available,104
AUDI,A1 RS,2016,1000,Automatic,Petrol,99000,Colombo,1/19/2025,No Leasing,USED,Available,Available,Available,Available,105
AUDI,A3,2018,1000,Automatic,Petrol,77000,Nugegoda,2/5/2025,No Leasing,USED,Available,Available,Available,Available,139
AUDI,A3,2018,1750,Automatic,Petrol,77000,Gampaha,1/31/2025,No Leasing,USED,Available,Available,Available,Available,139
AUDI,A3,2018,1000,Automatic,Petrol,77000,Anuradapura,1/23/2025,No Leasing,USED,Available,Available,Available,Available,139
AUDI,A3,2018,1000,Automatic,Petrol,77000,Kandy,1/20/2025,No Leasing,USED,Available,Available,Available,Available,139
AUDI,A3 S LINE,2018,1000,Automatic,Petrol,77000,Colombo,1/19/2025,No Leasing,USED,Available,Available,Available,Available,178
AUDI,A3 S LINE,2018,1000,Automatic,Petrol,77000,Colombo,12/13/2024,No Leasing,USED,Available,Available,Available,Available,178
AUDI,A3 S-LINE,2018,999,Automatic,Petrol,77000,Ambalangoda,12/24/2024,No Leasing,USED,Available,Available,Available,Available,145
AUDI,A3 SPORTBACK,2017,1000,Automatic,Petrol,88000,Battaramulla,2/1/2025,No Leasing,USED,Available,Available,Not_Available,Available,125
AUDI,A3 SPORTBACK,2017,1000,Automatic,Petrol,88000,Colombo,1/31/2025,No Leasing,USED,Available,Available,Available,Available,142.5
AUDI,A3 SPORTBACK,2017,1000,Automatic,Petrol,88000,Battaramulla,1/3/2025,No Leasing,USED,Available,Available,Available,Available,165
AUDI,A3 TFSI,2018,1000,Automatic,Petrol,77000,Colombo,1/16/2025,No Leasing,USED,Available,Available,Available,Available,149.5
AUDI,A3 TFSI,2015,1899,Automatic,Petrol,110000,Nittambuwa,12/10/2024,No Leasing,USED,Available,Available,Available,Available,159
AUDI,A3 TFSI,2015,1500,Automatic,Petrol,110000,Nittambuwa,12/9/2024,No Leasing,USED,Available,Available,Available,Available,159
AUDI,A4,2001,1900,Manual,Diesel,264000,Piliyandala,2/4/2025,No Leasing,USED,Available,Available,Available,Available,38.8
AUDI,A4,2010,1800,Automatic,Petrol,165000,Kotte,2/3/2025,No Leasing,USED,Available,Available,Available,Available,118
AUDI,A4,2019,1400,Automatic,Petrol,66000,Battaramulla,1/29/2025,No Leasing,USED,Available,Available,Available,Available,225
AUDI,A4,2011,2000,Automatic,Petrol,154000,Colombo,1/18/2025,Ongoing Lease,USED,Available,Available,Available,Available,125
AUDI,A4,2012,2000,Automatic,Diesel,143000,Kandana,1/15/2025,No Leasing,USED,Available,Available,Available,Available,169
AUDI,A4,1999,1900,Manual,Diesel,286000,Anuradapura,1/9/2025,No Leasing,USED,Available,Available,Available,Available,31.5
AUDI,A4,2003,1800,Automatic,Petrol,242000,Moratuwa,1/6/2025,No Leasing,USED,Available,Available,Available,Available,53.6
AUDI,A4,2011,2000,Automatic,Diesel,154000,Colombo,1/27/2025,No Leasing,USED,Available,Available,Not_Available,Available,108
AUDI,A4,2012,1800,Automatic,Petrol,143000,Wattala,1/21/2025,No Leasing,USED,Available,Available,Available,Available,139
AUDI,A4,2016,2000,Automatic,Petrol,99000,Kiribathgoda,1/21/2025,No Leasing,USED,Available,Available,Available,Available,210
AUDI,A4,2011,2000,Automatic,Diesel,154000,Kegalle,12/28/2024,No Leasing,USED,Available,Available,Available,Available,116.5
AUDI,A4,2010,1800,Automatic,Petrol,165000,Gampaha,12/26/2024,No Leasing,USED,Available,Available,Available,Available,100
AUDI,A4,2012,1800,Automatic,Petrol,143000,Colombo,12/22/2024,No Leasing,USED,Available,Available,Available,Not_Available,145
AUDI,A4,2012,1800,Automatic,Petrol,143000,Homagama,12/15/2024,No Leasing,USED,Available,Available,Available,Available,155
AUDI,A4 1.9 TDI,2001,1900,Manual,Diesel,264000,Kotte,1/16/2025,No Leasing,USED,Available,Available,Available,Available,5
AUDI,A4 B8,2011,1800,Automatic,Petrol,154000,Weligama,1/25/2025,No Leasing,USED,Available,Available,Available,Available,112
AUDI,A4 RS4 CONVERSION,2012,1800,Automatic,Petrol,143000,Kegalle,12/10/2024,No Leasing,USED,Available,Available,Available,Available,140
AUDI,A4 S LINE,2016,1600,Automatic,Petrol,99000,Colombo,1/30/2025,No Leasing,USED,Available,Available,Available,Available,215
AUDI,A4 S LINE,2010,1800,Automatic,Petrol,165000,Galle,1/10/2025,No Leasing,USED,Available,Available,Available,Available,102
AUDI,A5,2018,1400,Automatic,Petrol,77000,Colombo,12/13/2024,No Leasing,USED,Available,Available,Available,Available,316.5
AUDI,A5,2014,2000,Automatic,Petrol,121000,Colombo,12/13/2024,No Leasing,USED,Available,Available,Available,Available,220
AUDI,A6,2011,2000,Automatic,Petrol,154000,Nugegoda,2/3/2025,No Leasing,USED,Available,Available,Available,Available,114.9
AUDI,A6,2013,2000,Automatic,Petrol,132000,Colombo,2/1/2025,No Leasing,USED,Available,Available,Available,Available,180
AUDI,A6,2012,2000,Automatic,Petrol,143000,Nugegoda,1/30/2025,No Leasing,USED,Available,Available,Available,Available,149
AUDI,A6,2013,2000,Automatic,Diesel,132000,Ratnapura,1/5/2025,No Leasing,USED,Available,Available,Available,Available,180
AUDI,A6,2001,1900,Manual,Diesel,264000,Hambantota,1/27/2025,No Leasing,USED,Available,Available,Available,Available,48
AUDI,A6,2013,2000,Automatic,Petrol,132000,Gampaha,12/31/2024,No Leasing,USED,Available,Available,Available,Available,180
AUDI,A6,2003,2000,Manual,Diesel,242000,Colombo,12/27/2024,No Leasing,USED,Available,Available,Available,Available,48.5
AUDI,A6 S LINE,2010,2000,Automatic,Petrol,165000,Dehiwala-Mount-Lavinia,2/1/2025,No Leasing,USED,Available,Available,Available,Available,117.5
AUDI,A6 S LINE,2016,1800,Automatic,Petrol,99000,Colombo,1/12/2025,No Leasing,USED,Available,Available,Available,Available,248
AUDI,A6 T1.8,2004,1800,Automatic,Petrol,231000,Nittambuwa,1/3/2025,No Leasing,USED,Available,Available,Available,Available,16.95
AUDI,A6 TFSI,2017,1800,Automatic,Petrol,88000,Moratuwa,1/24/2025,No Leasing,USED,Available,Available,Available,Available,256.5
AUDI,A8L,2013,3000,Automatic,Diesel,132000,Maharagama,1/3/2025,No Leasing,USED,Available,Available,Available,Available,25
AUDI,A8L,2013,3000,Automatic,Hybrid,132000,Colombo,12/31/2024,No Leasing,USED,Available,Available,Available,Available,25
AUDI,Q4,2024,1500,Automatic,Electric,11000,Gampola,1/12/2025,No Leasing,NEW,Available,Available,Available,Available,475
AUSTIN,CAMBRIDGE,1960,1500,Manual,Petrol,715000,Kuliyapitiya,12/28/2024,No Leasing,USED,Available,Available,Not_Available,Not_Available,12.75
AUSTIN,COOPER S,1998,1300,Automatic,Petrol,297000,Colombo,12/8/2024,No Leasing,USED,Available,Available,Not_Available,Not_Available,33.5
AUSTIN,MINI,1960,1300,Automatic,Petrol,715000,Colombo,12/29/2024,No Leasing,USED,Not_Available,Available,Not_Available,Not_Available,25
AUSTIN,MINI COOPER,1980,1300,Manual,Petrol,495000,Minuwangoda,2/5/2025,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,21.5
AUSTIN,MINI COOPER,1969,1300,Automatic,Petrol,616000,Matara,2/3/2025,No Leasing,USED,Available,Available,Available,Available,24.9
AUSTIN,MINI COOPER,1969,1300,Manual,Petrol,616000,Gampaha,1/18/2025,No Leasing,USED,Available,Available,Not_Available,Not_Available,20.5
AUSTIN,MINI COOPER,1997,1300,Automatic,Petrol,308000,Kadawatha,1/15/2025,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,30
AUSTIN,MINI COOPER,1995,1300,Manual,Petrol,330000,Horana,1/9/2025,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,26.5
AUSTIN,MINI COOPER,1960,1300,Manual,Petrol,715000,Mawanella,1/9/2025,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,22.95
AUSTIN,MINI COOPER,1969,1275,Manual,Petrol,616000,Ambalangoda,1/21/2025,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,21
AUSTIN,MINI COOPER,1980,1300,Manual,Petrol,495000,Kandy,1/21/2025,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,23
AUSTIN,MINI COOPER,1997,1300,Automatic,Petrol,308000,Kaduwela,1/19/2025,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,30
AUSTIN,MINI COOPER,1997,1300,Automatic,Petrol,308000,Kadawatha,1/4/2025,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,23
AUSTIN,MINI COOPER,1980,1000,Manual,Petrol,495000,Gampaha,12/23/2024,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,21.5
AUSTIN,MINI COOPER,1970,1300,Manual,Petrol,605000,Kandy,12/11/2024,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,25.25
AUSTIN,MINI COOPER,1969,1300,Automatic,Petrol,616000,Matara,12/4/2024,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,28.5
AUSTIN,MORRIS MINI COOPER,1961,1275,Manual,Petrol,704000,Kandy,1/31/2025,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,38
BAJAJ,QUTE,2019,1500,Manual,Petrol,66000,Kurunegala,2/4/2025,No Leasing,USED,Not_Available,Available,Not_Available,Not_Available,9.75
BAJAJ,QUTE,2018,1500,Manual,Petrol,77000,Nuwara-Eliya,2/2/2025,No Leasing,USED,Not_Available,Available,Not_Available,Not_Available,10.5
BAJAJ,QUTE,2018,1500,Manual,Petrol,77000,Nuwara-Eliya,2/2/2025,No Leasing,USED,Available,Available,Available,Not_Available,10.5
BAJAJ,QUTE,2019,1500,Manual,Petrol,66000,Colombo,1/14/2025,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,13.78125
BAJAJ,QUTE,2019,1500,Manual,Petrol,66000,Galle,12/15/2024,No Leasing,USED,Not_Available,Not_Available,Available,Not_Available,12.25
BAJAJ,QUTE,2019,1500,Manual,Petrol,66000,Mullaitivu,12/11/2024,No Leasing,USED,Not_Available,Available,Not_Available,Not_Available,10.5
BMW,116I,2013,1600,Automatic,Petrol,132000,Colombo,2/2/2025,No Leasing,USED,Available,Available,Available,Available,160
BMW,316I,2014,1600,Automatic,Petrol,121000,Dehiwala-Mount-Lavinia,1/25/2025,No Leasing,USED,Available,Available,Available,Available,169
BMW,316I E30,1990,1600,Manual,Petrol,385000,Kuliyapitiya,1/23/2025,No Leasing,USED,Available,Available,Available,Available,39
BMW,316I SPORTS,2015,1600,Automatic,Petrol,110000,Kottawa,1/23/2025,No Leasing,USED,Available,Available,Available,Available,178
BMW,318I,2017,1500,Automatic,Petrol,88000,Colombo,2/4/2025,No Leasing,USED,Available,Not_Available,Available,Available,220
BMW,318I,2016,1500,Automatic,Petrol,99000,Colombo,1/31/2025,No Leasing,USED,Available,Available,Available,Available,205
BMW,318I,2018,1500,Automatic,Petrol,77000,Nugegoda,1/27/2025,No Leasing,USED,Available,Available,Available,Available,271.25
BMW,318I,2016,1500,Automatic,Petrol,99000,Kandana,1/3/2025,No Leasing,USED,Available,Available,Available,Available,210
BMW,318I LUXURY LINE,2018,1500,Automatic,Petrol,77000,Colombo,1/14/2025,No Leasing,USED,Available,Available,Available,Available,218.75
BMW,318I M SPORT,2018,1499,Automatic,Petrol,77000,Colombo,1/31/2025,No Leasing,USED,Available,Available,Available,Available,250
BMW,318I M SPORT,2018,1500,Automatic,Petrol,77000,Kesbewa,1/20/2025,No Leasing,USED,Available,Available,Available,Available,250
BMW,318I M SPORT AUSTRALIAN,2018,1500,Automatic,Petrol,77000,Nugegoda,1/30/2025,No Leasing,USED,Available,Available,Available,Available,280
BMW,318I M SPORT AUSTRALIAN,2018,1500,Automatic,Petrol,77000,Nugegoda,1/30/2025,No Leasing,USED,Available,Available,Available,Available,280
BMW,318I M SPORT SHADOW,2018,1500,Automatic,Petrol,77000,Boralesgamuwa,2/2/2025,No Leasing,USED,Available,Available,Available,Available,275
BMW,318I MSPORT,2017,1500,Automatic,Petrol,88000,Negombo,2/4/2025,No Leasing,USED,Available,Available,Available,Available,225
BMW,318I SHADOW EDITION,2018,1500,Automatic,Petrol,77000,Moratuwa,12/14/2024,No Leasing,USED,Available,Available,Available,Available,280
BMW,320D,2011,2000,Automatic,Diesel,154000,Colombo,1/14/2025,No Leasing,USED,Available,Available,Available,Available,295.75
BMW,320D,2000,2000,Manual,Diesel,275000,Kelaniya,1/27/2025,No Leasing,USED,Available,Available,Available,Available,54.5
BMW,320D,2011,2000,Automatic,Diesel,154000,Ja-Ela,1/21/2025,No Leasing,USED,Available,Available,Available,Available,119.5
BMW,320D,2013,2000,Automatic,Diesel,132000,Kurunegala,1/20/2025,No Leasing,USED,Available,Available,Available,Available,190
BMW,320D,2013,2000,Automatic,Diesel,132000,Colombo,12/22/2024,No Leasing,USED,Available,Available,Available,Available,180
BMW,320D SPORTS,2013,2000,Automatic,Diesel,132000,Kandy,2/5/2025,No Leasing,USED,Available,Available,Available,Available,179
BMW,320I,2007,1990,Automatic,Petrol,198000,Gampaha,1/14/2025,No Leasing,USED,Available,Available,Available,Available,115
BMW,320I,2007,2000,Automatic,Petrol,198000,Ja-Ela,1/21/2025,No Leasing,USED,Available,Available,Available,Available,115
BMW,320I,2007,2000,Automatic,Petrol,198000,Galle,12/15/2024,No Leasing,USED,Available,Available,Available,Available,115
BMW,320I E90,2007,2000,Automatic,Petrol,198000,Ja-Ela,1/29/2025,No Leasing,USED,Available,Available,Available,Available,115
BMW,320I E90,2007,2000,Automatic,Petrol,198000,Ja-Ela,1/26/2025,No Leasing,USED,Available,Available,Available,Available,115
BMW,320I E90,2010,1997,Automatic,Petrol,165000,Gampaha,1/3/2025,No Leasing,USED,Available,Available,Available,Available,123.125
BMW,320I E90,2006,2000,Manual,Petrol,209000,Colombo,12/19/2024,No Leasing,USED,Available,Available,Available,Available,116
BMW,420D,2015,2000,Automatic,Diesel,110000,Colombo,1/29/2025,No Leasing,USED,Available,Available,Available,Available,350
BMW,430I GRAN COUPE,2017,2000,Automatic,Petrol,88000,Dehiwala-Mount-Lavinia,2/3/2025,No Leasing,USED,Available,Available,Available,Available,450
BMW,520,2012,2000,Automatic,Diesel,143000,Wennappuwa,1/10/2025,No Leasing,USED,Available,Available,Available,Available,228
BMW,520D,2012,1995,Automatic,Diesel,143000,Gampaha,2/5/2025,No Leasing,USED,Available,Available,Available,Available,245
BMW,520D,2012,1995,Automatic,Diesel,143000,Anuradapura,2/5/2025,No Leasing,USED,Available,Available,Available,Available,220
BMW,520D,2012,2000,Automatic,Diesel,143000,Kuliyapitiya,2/2/2025,No Leasing,USED,Available,Available,Available,Available,212
BMW,520D,2013,2000,Automatic,Diesel,132000,Dehiwala-Mount-Lavinia,2/2/2025,No Leasing,USED,Available,Available,Available,Available,264
BMW,520D,2012,1995,Automatic,Diesel,143000,Malabe,1/31/2025,No Leasing,USED,Available,Available,Available,Available,225
BMW,520D,2013,2000,Automatic,Diesel,132000,Colombo,1/28/2025,No Leasing,USED,Available,Available,Available,Available,264
BMW,520D,2015,2000,Automatic,Diesel,110000,Colombo,1/24/2025,No Leasing,USED,Available,Available,Available,Available,330
BMW,520D,2012,2000,Automatic,Diesel,143000,Wattala,1/24/2025,No Leasing,USED,Available,Available,Available,Available,198
BMW,520D,2013,2000,Automatic,Diesel,132000,Battaramulla,1/5/2025,No Leasing,USED,Available,Available,Available,Available,258
BMW,520D,2012,2000,Automatic,Diesel,143000,Matara,12/25/2024,No Leasing,USED,Available,Available,Available,Available,220
BMW,520D,2013,2000,Automatic,Diesel,132000,Galle,12/18/2024,Ongoing Lease,USED,Available,Available,Available,Available,270
BMW,520D 3 OPTION,2013,2000,Automatic,Diesel,132000,Colombo,1/9/2025,No Leasing,USED,Available,Available,Available,Available,238
BMW,520D M SPORT,2015,2000,Automatic,Diesel,110000,Kandy,1/30/2025,No Leasing,USED,Available,Available,Available,Available,360
BMW,520D MSPORT,2012,1995,Automatic,Diesel,143000,Dankotuwa,2/3/2025,No Leasing,USED,Available,Available,Available,Available,218.00002
BMW,520I,2005,2000,Automatic,Petrol,220000,Kottawa,1/29/2025,No Leasing,USED,Available,Available,Available,Available,100
BMW,520I,2011,2000,Automatic,Petrol,154000,Welisara,1/17/2025,No Leasing,USED,Available,Available,Available,Available,178
BMW,520I,2011,2000,Automatic,Petrol,154000,Kegalle,12/7/2024,No Leasing,USED,Available,Available,Available,Available,175
BMW,525 E,1974,2000,Manual,Diesel,561000,Panadura,12/17/2024,No Leasing,USED,Available,Available,Available,Not_Available,14.5
BMW,530E,2017,1990,Automatic,Hybrid,88000,Colombo,2/4/2025,No Leasing,USED,Available,Available,Available,Available,364.5
BMW,530E,2017,1500,Automatic,Petrol,88000,Dehiwala-Mount-Lavinia,2/4/2025,No Leasing,USED,Available,Available,Available,Available,364.5
BMW,530E,2017,2000,Automatic,Petrol,88000,Colombo,1/26/2025,No Leasing,USED,Available,Available,Available,Available,364.5
BMW,530E,2017,1500,Automatic,Petrol,88000,Kandy,1/21/2025,No Leasing,USED,Available,Available,Available,Available,364.5
BMW,530I M SPORT,2017,2200,Automatic,Petrol,88000,Colombo,12/7/2024,No Leasing,USED,Available,Not_Available,Available,Available,460
BMW,535I,2011,3000,Automatic,Petrol,154000,Colombo,1/29/2025,No Leasing,USED,Available,Available,Available,Available,185
BMW,730 LI,2006,3000,Automatic,Petrol,209000,Kandy,1/21/2025,No Leasing,USED,Available,Available,Available,Available,175
BMW,730IL,2011,3000,Automatic,Petrol,154000,Colombo,12/4/2024,No Leasing,USED,Available,Available,Available,Available,275
BMW,730L ACTIVEHYBRID 7,2014,3000,Automatic,Hybrid,121000,Colombo,1/18/2025,No Leasing,USED,Available,Available,Available,Available,285
BMW,740LE M SPORT,2016,2000,Automatic,Petrol,99000,Matale,1/16/2025,No Leasing,USED,Available,Available,Available,Available,575
BMW,DE90,2011,2000,Automatic,Diesel,154000,Homagama,1/28/2025,No Leasing,USED,Available,Available,Available,Available,127
BMW,E 30,1988,1800,Manual,Petrol,407000,Polonnaruwa,2/3/2025,No Leasing,USED,Available,Available,Available,Available,28.5
BMW,E 36 318I,1993,1800,Manual,Petrol,352000,Hambantota,1/23/2025,Ongoing Lease,USED,Available,Available,Available,Available,45
BMW,E30 316I,1991,1590,Manual,Petrol,374000,Horana,2/1/2025,No Leasing,USED,Available,Available,Not_Available,Not_Available,18
BMW,E34,1990,1796,Manual,Petrol,385000,Gampaha,12/10/2024,No Leasing,USED,Available,Available,Available,Available,29.5
BMW,E39,2002,2500,Automatic,Petrol,253000,Colombo,2/1/2025,No Leasing,USED,Available,Available,Available,Available,85
BMW,E46 318I,2002,1980,Manual,Petrol,253000,Kandy,1/23/2025,No Leasing,USED,Available,Available,Available,Available,65
BMW,E46 320D,2000,2500,Manual,Diesel,275000,Homagama,1/31/2025,No Leasing,USED,Available,Available,Available,Available,62.5
BMW,E60 530I,2004,3000,Automatic,Petrol,231000,Dehiwala-Mount-Lavinia,12/5/2024,No Leasing,USED,Available,Available,Available,Available,95
BMW,G30 530I,2017,2000,Automatic,Petrol,88000,Colombo,1/30/2025,No Leasing,USED,Available,Available,Available,Available,380
BMW,I3 REX,2016,650,Automatic,Hybrid,99000,Piliyandala,2/4/2025,No Leasing,USED,Available,Available,Available,Available,167
BMW,I3 REX,2016,650,Automatic,Hybrid,99000,Piliyandala,1/4/2025,No Leasing,USED,Available,Available,Available,Available,167
BMW,I8 COUPE,2018,2990,Automatic,Hybrid,77000,Kurunegala,2/2/2025,No Leasing,USED,Available,Available,Available,Available,349
BMW,LUXURY LINE,2017,1500,Automatic,Petrol,88000,Colombo,12/20/2024,No Leasing,USED,Available,Available,Available,Available,225
BMW,M SPORT,2018,2000,Automatic,Petrol,77000,Moratuwa,1/14/2025,No Leasing,USED,Available,Available,Available,Available,425
BMW,M2351,2014,3000,Automatic,Petrol,121000,Dehiwala-Mount-Lavinia,12/21/2024,No Leasing,USED,Available,Available,Not_Available,Available,355
BMW,M5 4400,2012,4400,Automatic,Petrol,143000,Colombo,1/17/2025,No Leasing,USED,Available,Available,Available,Available,350
BMW,MINI COOPER,2020,1200,Automatic,Petrol,55000,Colombo,1/5/2025,No Leasing,USED,Available,Available,Available,Available,149.5
BMW,MINI COOPER S,2007,1590,Automatic,Petrol,198000,Wattala,12/17/2024,No Leasing,USED,Available,Available,Available,Available,89.5
BMW,MINI COORPER,2015,1600,Manual,Petrol,110000,Mawanella,2/3/2025,No Leasing,USED,Available,Available,Available,Available,105
BYD,SEAL,2024,1500,Automatic,Electric,11000,Dehiwala-Mount-Lavinia,2/5/2025,No Leasing,NEW,Available,Available,Available,Available,394.5
CHERY,CHERY,2015,1000,Manual,Petrol,110000,Chilaw,1/30/2025,No Leasing,USED,Available,Available,Available,Available,31.5
CHERY,QQ,2009,800,Manual,Petrol,176000,Anuradapura,2/5/2025,No Leasing,USED,Not_Available,Available,Available,Available,12.75
CHERY,QQ,2006,812,Automatic,Petrol,209000,Homagama,2/5/2025,No Leasing,USED,Available,Available,Available,Available,11.3
CHERY,QQ,2011,798,Manual,Petrol,154000,Nittambuwa,2/5/2025,Ongoing Lease,USED,Available,Available,Available,Available,12.0375
CHERY,QQ,2010,812,Automatic,Petrol,165000,Colombo,2/5/2025,No Leasing,USED,Available,Available,Not_Available,Not_Available,18.375
CHERY,QQ,2006,800,Manual,Petrol,209000,Kurunegala,2/5/2025,No Leasing,USED,Available,Available,Available,Available,11.3
CHERY,QQ,2007,812,Manual,Petrol,198000,Kalutara,2/4/2025,No Leasing,USED,Available,Available,Available,Available,12.6
CHERY,QQ,2007,812,Manual,Petrol,198000,Kalutara,2/4/2025,No Leasing,USED,Available,Available,Available,Available,13.65
CHERY,QQ,2006,800,Manual,Petrol,209000,Gampaha,2/3/2025,No Leasing,USED,Available,Available,Available,Available,12.25
CHERY,QQ,2011,812,Manual,Petrol,154000,Malabe,2/3/2025,No Leasing,USED,Available,Available,Available,Available,14.9
CHERY,QQ,2006,800,Manual,Petrol,209000,Anuradapura,2/1/2025,No Leasing,USED,Not_Available,Available,Available,Available,13.2
CHERY,QQ,2006,798,Manual,Petrol,209000,Kurunegala,2/1/2025,No Leasing,USED,Available,Available,Not_Available,Available,11.3
CHERY,QQ,2006,800,Manual,Petrol,209000,Galle,2/1/2025,No Leasing,USED,Not_Available,Available,Not_Available,Not_Available,9.5
CHERY,QQ,2006,800,Manual,Petrol,209000,Kandy,1/31/2025,Ongoing Lease,USED,Available,Available,Available,Available,8.575
CHERY,QQ,2011,800,Manual,Petrol,154000,Kaduwela,1/29/2025,No Leasing,USED,Available,Available,Not_Available,Available,15.5
CHERY,QQ,2006,800,Manual,Petrol,209000,Kalutara,1/17/2025,No Leasing,USED,Not_Available,Available,Not_Available,Available,11.75
CHERY,QQ,2006,800,Manual,Petrol,209000,Galle,1/14/2025,No Leasing,USED,Available,Available,Available,Available,11
CHERY,QQ,2007,800,Manual,Petrol,198000,Badulla,1/7/2025,No Leasing,USED,Available,Available,Available,Available,14
CHERY,QQ,2008,800,Manual,Petrol,187000,Ampara,1/7/2025,No Leasing,USED,Available,Available,Available,Available,14.5
CHERY,QQ,2012,800,Manual,Petrol,143000,Kurunegala,1/7/2025,No Leasing,USED,Available,Available,Available,Available,15.75
CHERY,QQ,2008,800,Automatic,Petrol,187000,Horana,1/27/2025,Ongoing Lease,USED,Available,Available,Available,Available,14.5
CHERY,QQ,2011,800,Manual,Petrol,154000,Moratuwa,1/25/2025,No Leasing,USED,Available,Available,Available,Available,8.575
CHERY,QQ,2007,800,Manual,Petrol,198000,Polonnaruwa,1/20/2025,No Leasing,USED,Available,Available,Available,Available,16.75
CHERY,QQ,2006,800,Manual,Petrol,209000,Gampaha,1/19/2025,No Leasing,USED,Available,Available,Available,Available,12.25
CHERY,QQ,2007,800,Manual,Petrol,198000,Minuwangoda,1/19/2025,No Leasing,USED,Available,Available,Available,Available,12.5
CHERY,QQ,2007,800,Manual,Petrol,198000,Dompe,1/5/2025,No Leasing,USED,Available,Available,Available,Available,12.85
CHERY,QQ,2008,798,Manual,Petrol,187000,Boralesgamuwa,1/5/2025,No Leasing,USED,Not_Available,Available,Available,Available,18.375
CHERY,QQ,2007,800,Manual,Petrol,198000,Hatton,12/26/2024,No Leasing,USED,Available,Available,Available,Available,12.6
CHERY,QQ,2012,800,Manual,Petrol,143000,Gampaha,12/21/2024,No Leasing,USED,Available,Available,Available,Available,14.2
CHERY,QQ,2006,812,Manual,Petrol,209000,Mirigama,12/21/2024,No Leasing,USED,Available,Available,Available,Available,12.25
CHERY,QQ,2007,800,Manual,Petrol,198000,Kandy,12/21/2024,No Leasing,USED,Available,Available,Available,Available,13.48
CHERY,QQ,2017,800,Manual,Petrol,88000,Kadawatha,12/21/2024,No Leasing,USED,Available,Available,Available,Available,17.95
CHERY,QQ,2007,800,Manual,Petrol,198000,Gampola,12/20/2024,No Leasing,USED,Available,Available,Available,Available,12.85
CHERY,QQ,2009,798,Manual,Petrol,176000,Polonnaruwa,12/17/2024,No Leasing,USED,Available,Available,Available,Available,12.4
CHERY,QQ,2009,800,Manual,Petrol,176000,Matara,12/16/2024,No Leasing,USED,Available,Available,Available,Available,14.95
CHERY,QQ,2011,800,Manual,Petrol,154000,Bandarawela,12/13/2024,No Leasing,USED,Available,Available,Not_Available,Available,13.85
CHERY,QQ,2010,670,Manual,Petrol,165000,Gampaha,12/10/2024,No Leasing,USED,Not_Available,Not_Available,Available,Available,18.375
CHERY,QQ,2007,800,Manual,Petrol,198000,Beruwala,12/9/2024,No Leasing,USED,Available,Available,Available,Not_Available,12.5
CHERY,QQ,2007,800,Manual,Petrol,198000,Warakapola,12/5/2024,No Leasing,USED,Available,Available,Available,Available,14.5
CHERY,QQ,2009,800,Manual,Petrol,176000,Hanwella,12/4/2024,No Leasing,USED,Available,Available,Available,Available,15
CHERY,QQ 308,2007,800,Manual,Petrol,198000,Badulla,1/16/2025,No Leasing,USED,Available,Available,Available,Available,13
CHERY,QQ 308,2007,833,Manual,Petrol,198000,Kalutara,1/28/2025,No Leasing,USED,Available,Available,Available,Available,13
CHERY,QQ 308,2006,800,Manual,Petrol,209000,Polonnaruwa,1/21/2025,No Leasing,USED,Available,Available,Available,Available,13.25
CHERY,QQ 308,2011,900,Manual,Petrol,154000,Padukka,12/10/2024,No Leasing,USED,Available,Available,Available,Available,13.75
CHEVROLET,AVEO,2007,1400,Manual,Petrol,198000,Balangoda,1/30/2025,No Leasing,USED,Not_Available,Available,Not_Available,Available,31
CHEVROLET,AVEO,2008,1200,Manual,Petrol,187000,Galle,1/22/2025,No Leasing,USED,Not_Available,Available,Not_Available,Not_Available,23.75
