Brand,Model,YOM,Engine (cc),Gear,Fuel Type,Millage(KM),Town,Date,Leasing,Condition,AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW,Price
HONDA,ACCORD,2003,2400,Automatic,Petrol,242000,Kurunegala,12/12/2024,No Leasing,USED,Available,Available,Available,Available,46
HONDA,ACCORD CD 3,1997,1800,Manual,Petrol,308000,Nittambuwa,1/25/2025,No Leasing,USED,Available,Available,Available,Available,30.5
HONDA,ACCORD CF3 EURO,1999,1800,Automatic,Petrol,286000,Kotte,12/20/2024,No Leasing,USED,Available,Available,Available,Available,38.9
HONDA,ACCORD CF9 EX,2002,2000,Automatic,Petrol,253000,Pannipitiya,1/12/2025,No Leasing,USED,Available,Available,Available,Available,39.75
HONDA,ACCORD CL7,2007,1990,Automatic,Petrol,198000,Minuwangoda,1/15/2025,No Leasing,USED,Available,Available,Available,Available,57.5
HONDA,ACCORD EX PREMIUM,2013,1900,Automatic,Hybrid,132000,Nugegoda,2/2/2025,No Leasing,USED,Available,Available,Available,Available,147
HONDA,ACCORD I-VTEC,1999,1800,Automatic,Petrol,286000,Colombo,2/1/2025,No Leasing,USED,Available,Available,Available,Available,38.5
HONDA,ACCORD I-VTEC,2009,2400,Automatic,Petrol,176000,Colombo,1/11/2025,No Leasing,USED,Available,Available,Available,Available,83
HONDA,ACCORD IVTEC,2009,2400,Automatic,Petrol,176000,Colombo,1/29/2025,No Leasing,USED,Available,Available,Available,Available,83
HONDA,ARIA GD8,2008,1500,Automatic,Petrol,187000,Chilaw,12/5/2024,Ongoing Lease,USED,Available,Available,Available,Available,49.9
HONDA,CF9,2003,2000,Automatic,Petrol,242000,Kandy,2/4/2025,No Leasing,USED,Available,Available,Available,Available,46.5
HONDA,CITY,2001,1500,Automatic,Petrol,264000,Katunayake,2/5/2025,No Leasing,USED,Available,Available,Available,Available,29.9
HONDA,CITY,2005,1500,Automatic,Petrol,220000,Bandarawela,2/4/2025,No Leasing,USED,Available,Available,Available,Available,33.9
HONDA,CITY,2004,1500,Automatic,Petrol,231000,Kurunegala,2/3/2025,No Leasing,USED,Available,Available,Available,Available,41.975
HONDA,CITY,2002,1500,Automatic,Petrol,253000,Kalutara,2/1/2025,No Leasing,USED,Available,Available,Available,Available,33.5
HONDA,CITY,2000,1500,Automatic,Petrol,275000,Kaduwela,2/1/2025,No Leasing,USED,Available,Available,Available,Available,31.9
HONDA,CITY,1998,1300,Manual,Petrol,297000,Malabe,1/31/2025,No Leasing,NEW,Available,Available,Available,Available,22.9
HONDA,CITY,1999,1500,Manual,Petrol,286000,Dompe,1/9/2025,No Leasing,USED,Available,Available,Available,Available,21
HONDA,CITY,2000,1500,Automatic,Petrol,275000,Kuliyapitiya,1/5/2025,No Leasing,USED,Available,Not_Available,Available,Not_Available,31.5
HONDA,CITY,2001,1500,Automatic,Petrol,264000,Kandy,1/27/2025,No Leasing,USED,Available,Available,Available,Available,32
HONDA,CITY,2001,1500,Automatic,Petrol,264000,Middeniya,1/24/2025,No Leasing,USED,Available,Available,Available,Available,32.5
HONDA,CITY,2001,1500,Manual,Petrol,264000,Anuradapura,1/23/2025,No Leasing,USED,Available,Available,Available,Available,28.5
HONDA,CITY,2000,1500,Automatic,Petrol,275000,Kandy,1/21/2025,Ongoing Lease,USED,Available,Available,Available,Available,18.175
HONDA,CITY,2000,1500,Automatic,Petrol,275000,Colombo,1/4/2025,Ongoing Lease,USED,Available,Available,Available,Available,18.175
HONDA,CITY,2004,1500,Automatic,Petrol,231000,Divulapitiya,12/23/2024,No Leasing,USED,Available,Available,Available,Available,39.75
HONDA,CITY,2000,1498,Manual,Petrol,275000,Maharagama,12/14/2024,No Leasing,NEW,Available,Available,Available,Available,32
HONDA,CITY,2000,1500,Automatic,Petrol,275000,Padukka,12/10/2024,No Leasing,USED,Available,Available,Available,Available,32.9
HONDA,CITY GD 8,2003,1500,Automatic,Petrol,242000,Dehiwala-Mount-Lavinia,2/5/2025,No Leasing,USED,Available,Available,Available,Available,43.75
HONDA,CITY V-TEC,2000,1500,Automatic,Petrol,275000,Dehiwala-Mount-Lavinia,2/4/2025,No Leasing,USED,Available,Available,Available,Available,29.25
HONDA,CITY VTEC,2000,1500,Automatic,Petrol,275000,Colombo,1/25/2025,Ongoing Lease,USED,Available,Available,Available,Available,28.5
HONDA,CIVIC,2018,1000,Automatic,Petrol,77000,Kalutara,2/3/2025,No Leasing,USED,Available,Available,Available,Available,135
HONDA,CIVIC,2007,1600,Automatic,Petrol,198000,Kandy,2/2/2025,No Leasing,USED,Available,Available,Available,Available,65
HONDA,CIVIC,2012,1600,Automatic,Petrol,143000,Kadawatha,2/2/2025,No Leasing,USED,Available,Available,Available,Available,98.5
HONDA,CIVIC,1985,1300,Manual,Petrol,440000,Matale,2/1/2025,No Leasing,USED,Available,Available,Not_Available,Not_Available,12.5
HONDA,CIVIC,1991,1500,Manual,Petrol,374000,Kandy,1/31/2025,No Leasing,USED,Available,Available,Available,Available,16.75
HONDA,CIVIC,1985,1400,Manual,Petrol,440000,Polgahawela,1/31/2025,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,10.3125
HONDA,CIVIC,2007,1800,Automatic,Petrol,198000,Kotte,1/30/2025,No Leasing,USED,Available,Available,Available,Available,75
HONDA,CIVIC,2018,1000,Automatic,Petrol,77000,Anuradapura,1/29/2025,No Leasing,USED,Available,Available,Available,Available,138
HONDA,CIVIC,2004,1500,Automatic,Petrol,231000,Negombo,1/16/2025,No Leasing,USED,Available,Available,Available,Available,48
HONDA,CIVIC,2018,1000,Automatic,Petrol,77000,Kalutara,1/15/2025,No Leasing,USED,Available,Available,Available,Available,127
HONDA,CIVIC,1985,1500,Manual,Petrol,440000,Gampola,1/15/2025,Ongoing Lease,USED,Available,Not_Available,Not_Available,Not_Available,7.75
HONDA,CIVIC,1995,1500,Manual,Petrol,330000,Bandarawela,1/15/2025,No Leasing,USED,Available,Available,Available,Available,18.7
HONDA,CIVIC,2007,1300,Automatic,Petrol,198000,Colombo,1/15/2025,No Leasing,USED,Available,Available,Available,Available,65
HONDA,CIVIC,1985,1300,Manual,Petrol,440000,Wennappuwa,1/15/2025,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,8.5
HONDA,CIVIC,1987,1500,Manual,Petrol,418000,Nittambuwa,1/9/2025,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,4.25
HONDA,CIVIC,1991,1490,Manual,Petrol,374000,Kotte,1/9/2025,No Leasing,USED,Available,Available,Available,Available,19.75
HONDA,CIVIC,2017,1500,Automatic,Petrol,88000,Mahiyanganaya,1/9/2025,No Leasing,USED,Available,Available,Available,Available,135
HONDA,CIVIC,2018,1322,Automatic,Petrol,77000,Kuliyapitiya,1/6/2025,No Leasing,USED,Available,Available,Available,Available,129.25
HONDA,CIVIC,1985,1500,Manual,Petrol,440000,Nattandiya,1/6/2025,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,12.5
HONDA,CIVIC,2019,1000,Automatic,Petrol,66000,Colombo,1/6/2025,Ongoing Lease,USED,Available,Available,Available,Available,172.5
HONDA,CIVIC,2017,1000,Automatic,Petrol,88000,Matara,1/28/2025,No Leasing,USED,Available,Available,Available,Available,138
HONDA,CIVIC,1989,1500,Manual,Petrol,396000,Kalutara,1/28/2025,No Leasing,USED,Available,Available,Available,Available,14.75
HONDA,CIVIC,2018,1000,Automatic,Petrol,77000,Negombo,1/25/2025,No Leasing,USED,Available,Available,Available,Available,128
HONDA,CIVIC,2017,1000,Automatic,Petrol,88000,Colombo,1/25/2025,No Leasing,USED,Available,Available,Available,Available,120.75
HONDA,CIVIC,2017,1000,Automatic,Petrol,88000,Colombo,1/22/2025,No Leasing,USED,Available,Available,Available,Available,135
HONDA,CIVIC,2019,1200,Automatic,Petrol,66000,Embilipitiya,1/20/2025,No Leasing,USED,Available,Available,Available,Available,149
HONDA,CIVIC,2019,1000,Automatic,Petrol,66000,Wennappuwa,1/3/2025,No Leasing,USED,Available,Available,Available,Available,144.99999
HONDA,CIVIC,2018,1000,Automatic,Petrol,77000,Negombo,12/30/2024,Ongoing Lease,USED,Available,Available,Available,Available,126.5
HONDA,CIVIC,2012,1598,Automatic,Petrol,143000,Nugegoda,12/28/2024,No Leasing,USED,Available,Available,Available,Available,100
HONDA,CIVIC,2017,1322,Automatic,Petrol,88000,Matugama,12/28/2024,No Leasing,USED,Available,Available,Available,Available,138.5
HONDA,CIVIC,2018,1000,Automatic,Petrol,77000,Battaramulla,12/24/2024,No Leasing,USED,Available,Available,Available,Available,121
HONDA,CIVIC,1987,1500,Manual,Petrol,418000,Colombo,12/19/2024,No Leasing,USED,Available,Available,Available,Available,16.88
HONDA,CIVIC,2018,1500,Automatic,Petrol,77000,Colombo,12/10/2024,No Leasing,USED,Available,Available,Available,Available,129.25
HONDA,CIVIC,2018,1200,Automatic,Petrol,77000,Nittambuwa,12/10/2024,Ongoing Lease,USED,Available,Available,Available,Available,129.25
HONDA,CIVIC EFI VTEC,1992,1500,Manual,Petrol,363000,Peliyagoda,1/31/2025,No Leasing,USED,Available,Available,Available,Available,23.8
HONDA,CIVIC EG8,1991,1500,Automatic,Petrol,374000,Colombo,1/31/2025,No Leasing,USED,Available,Available,Available,Available,29.75
HONDA,CIVIC EK,1999,1500,Automatic,Petrol,286000,Kotte,12/31/2024,No Leasing,USED,Available,Available,Available,Available,40
HONDA,CIVIC EK3,2000,1500,Automatic,Petrol,275000,Panadura,2/4/2025,No Leasing,USED,Available,Available,Available,Available,42.8125
HONDA,CIVIC EK3,1998,1500,Manual,Petrol,297000,Kandy,2/4/2025,No Leasing,USED,Available,Available,Available,Available,35
HONDA,CIVIC EK3,1999,1500,Manual,Petrol,286000,Kelaniya,2/1/2025,No Leasing,USED,Available,Available,Available,Available,38
HONDA,CIVIC EK3,1998,1500,Manual,Petrol,297000,Battaramulla,1/31/2025,No Leasing,USED,Available,Available,Available,Available,36.8
HONDA,CIVIC EK3,1996,1500,Manual,Petrol,319000,Ja-Ela,1/30/2025,No Leasing,USED,Available,Available,Available,Available,34.5
HONDA,CIVIC EK3,1998,1500,Manual,Petrol,297000,Matara,1/17/2025,No Leasing,USED,Available,Available,Available,Available,37.5
HONDA,CIVIC EK3,1995,1495,Manual,Petrol,330000,Malabe,1/13/2025,No Leasing,USED,Available,Available,Not_Available,Available,29.9125
HONDA,CIVIC EK3,1996,1500,Manual,Petrol,319000,Negombo,1/12/2025,Ongoing Lease,USED,Available,Available,Available,Available,34.75
HONDA,CIVIC EK3,1999,1500,Manual,Petrol,286000,Kandy,1/28/2025,No Leasing,USED,Available,Available,Available,Available,38
HONDA,CIVIC EK3,1996,1450,Manual,Petrol,319000,Moratuwa,1/22/2025,No Leasing,USED,Available,Available,Available,Available,35
HONDA,CIVIC EK3,1997,1500,Manual,Petrol,308000,Galle,1/21/2025,No Leasing,USED,Available,Available,Not_Available,Available,37.25
HONDA,CIVIC EK3,1997,1500,Manual,Petrol,308000,Gampola,1/4/2025,No Leasing,USED,Available,Available,Available,Available,34.75
HONDA,CIVIC EK3,1998,1500,Automatic,Petrol,297000,Polgahawela,1/2/2025,Ongoing Lease,USED,Available,Available,Available,Available,29.9125
HONDA,CIVIC EK3,1997,1500,Automatic,Petrol,308000,Colombo,1/2/2025,Ongoing Lease,USED,Available,Available,Available,Available,38
HONDA,CIVIC EK3,1998,1500,Automatic,Petrol,297000,Kaduwela,12/30/2024,No Leasing,USED,Available,Available,Available,Available,37.9
HONDA,CIVIC EK3,1996,1500,Automatic,Petrol,319000,Marawila,12/18/2024,No Leasing,USED,Available,Available,Available,Available,34.75
HONDA,CIVIC EK3,1997,1500,Manual,Petrol,308000,Matara,12/17/2024,No Leasing,USED,Available,Available,Available,Available,37.5
HONDA,CIVIC EK3,2000,1500,Manual,Petrol,275000,Matale,12/7/2024,No Leasing,USED,Available,Available,Available,Available,42.8125
HONDA,CIVIC EK3 VTEC VIRS,2000,1500,Automatic,Petrol,275000,Hanwella,12/22/2024,No Leasing,USED,Available,Available,Available,Available,49.75
HONDA,CIVIC ES08,2004,1500,Automatic,Petrol,231000,Malabe,1/26/2025,No Leasing,USED,Available,Available,Available,Available,50.5
HONDA,CIVIC ES1,2004,1500,Automatic,Petrol,231000,Anuradapura,2/2/2025,No Leasing,USED,Available,Available,Available,Available,49.5
HONDA,CIVIC ES5,2003,1600,Automatic,Petrol,242000,Nugegoda,12/20/2024,Ongoing Lease,USED,Available,Available,Available,Available,52
HONDA,CIVIC ES5 VTEC,2003,1600,Automatic,Petrol,242000,Dehiwala-Mount-Lavinia,2/5/2025,No Leasing,USED,Available,Available,Available,Available,58
HONDA,CIVIC ES8,2002,1500,Manual,Petrol,253000,Colombo,2/4/2025,No Leasing,USED,Available,Available,Available,Available,46.5
HONDA,CIVIC ES8,2001,1500,Manual,Petrol,264000,Anuradapura,2/1/2025,No Leasing,USED,Available,Available,Available,Available,43.75
HONDA,CIVIC ES8,2004,1500,Automatic,Petrol,231000,Kandy,1/31/2025,No Leasing,USED,Available,Available,Available,Available,46.75
HONDA,CIVIC ES8,2001,1500,Manual,Petrol,264000,Kurunegala,1/31/2025,No Leasing,USED,Available,Available,Available,Available,43.40625
HONDA,CIVIC ES8,2006,1500,Automatic,Petrol,209000,Homagama,1/28/2025,No Leasing,USED,Available,Available,Available,Available,48.75
HONDA,CIVIC ES8,2005,1500,Automatic,Petrol,220000,Kandy,1/25/2025,No Leasing,USED,Available,Available,Available,Available,51.15625
HONDA,CIVIC ES8,2004,1500,Automatic,Petrol,231000,Nittambuwa,1/23/2025,No Leasing,USED,Available,Available,Available,Available,46.25
HONDA,CIVIC ES8,2003,1500,Automatic,Petrol,242000,Kalutara,1/4/2025,No Leasing,USED,Available,Available,Available,Available,51.15625
HONDA,CIVIC ES8,2001,1500,Manual,Petrol,264000,Battaramulla,1/3/2025,Ongoing Lease,USED,Available,Available,Available,Available,46.75
HONDA,CIVIC ES8,2002,1500,Automatic,Petrol,253000,Colombo,12/23/2024,No Leasing,USED,Available,Available,Available,Available,46.75
HONDA,CIVIC EX,2018,1000,Automatic,Petrol,77000,Maharagama,2/3/2025,No Leasing,USED,Available,Available,Available,Available,138.5
HONDA,CIVIC EX,2018,1000,Automatic,Petrol,77000,Horana,2/2/2025,No Leasing,USED,Available,Available,Available,Available,146
HONDA,CIVIC EX,2018,1000,Automatic,Petrol,77000,Gampaha,1/29/2025,Ongoing Lease,USED,Available,Available,Available,Available,144
HONDA,CIVIC EX,2018,1000,Automatic,Petrol,77000,Moratuwa,1/11/2025,No Leasing,USED,Available,Available,Available,Available,139
HONDA,CIVIC EX,2019,1000,Automatic,Petrol,66000,Veyangoda,1/20/2025,No Leasing,USED,Available,Available,Available,Available,149.5
HONDA,CIVIC EX,2017,1000,Automatic,Petrol,88000,Gampaha,12/28/2024,No Leasing,USED,Available,Available,Available,Available,143
HONDA,CIVIC EX TECH PACK,2017,1000,Automatic,Petrol,88000,Colombo,1/29/2025,No Leasing,USED,Available,Available,Available,Available,140
HONDA,CIVIC EX TECH PACK,2020,1000,Automatic,Petrol,55000,Kadawatha,1/8/2025,No Leasing,USED,Available,Available,Available,Available,175
HONDA,CIVIC FB1,2012,1600,Automatic,Petrol,143000,Kottawa,1/22/2025,Ongoing Lease,USED,Available,Available,Available,Available,25.5
HONDA,CIVIC FD1,2008,1800,Automatic,Petrol,187000,Maharagama,2/3/2025,No Leasing,USED,Available,Available,Available,Available,74.9
HONDA,CIVIC FD1,2008,1800,Automatic,Petrol,187000,Homagama,2/3/2025,No Leasing,USED,Available,Available,Available,Available,74.9
HONDA,CIVIC FD1,2006,1800,Automatic,Petrol,209000,Colombo,2/1/2025,No Leasing,USED,Available,Available,Available,Available,72
HONDA,CIVIC FD1,2006,1800,Automatic,Petrol,209000,Homagama,1/31/2025,No Leasing,USED,Available,Available,Available,Available,72
HONDA,CIVIC FD1,2008,1799,Automatic,Petrol,187000,Boralesgamuwa,1/31/2025,No Leasing,USED,Available,Available,Available,Available,74.9
HONDA,CIVIC FD1 TYPE S,2007,1800,Automatic,Petrol,198000,Kegalle,1/17/2025,No Leasing,USED,Available,Available,Available,Available,77.5
HONDA,CIVIC FD1S,2006,1799,Automatic,Petrol,209000,Elpitiya,12/8/2024,No Leasing,USED,Available,Available,Available,Available,65
HONDA,CIVIC FD3,2007,1350,Automatic,Hybrid,198000,Kandy,2/4/2025,No Leasing,USED,Available,Available,Available,Available,63.875
HONDA,CIVIC FD3,2007,1300,Automatic,Hybrid,198000,Boralesgamuwa,2/3/2025,No Leasing,USED,Available,Available,Available,Available,65.75
HONDA,CIVIC FD3,2007,1300,Automatic,Hybrid,198000,Homagama,1/31/2025,No Leasing,USED,Available,Available,Available,Available,65.95
HONDA,CIVIC FD3,2008,1300,Automatic,Petrol,187000,Malabe,1/16/2025,No Leasing,USED,Available,Available,Available,Available,65
HONDA,CIVIC FD3,2008,1330,Automatic,Hybrid,187000,Malabe,1/14/2025,No Leasing,USED,Available,Available,Available,Available,65
HONDA,CIVIC FD3,2007,1300,Automatic,Hybrid,198000,Malabe,1/7/2025,No Leasing,USED,Available,Available,Available,Available,66
HONDA,CIVIC FD3,2008,1330,Automatic,Hybrid,187000,Dehiwala-Mount-Lavinia,1/2/2025,No Leasing,USED,Available,Available,Available,Available,65
HONDA,CIVIC FD3,2008,1300,Automatic,Petrol,187000,Dambulla,12/14/2024,No Leasing,USED,Available,Available,Available,Available,65
HONDA,CIVIC FD3,2007,1500,Automatic,Petrol,198000,Moratuwa,12/4/2024,No Leasing,USED,Available,Available,Available,Available,63.875
HONDA,CIVIC FD4,2008,1600,Automatic,Petrol,187000,Wattala,2/5/2025,No Leasing,USED,Available,Available,Available,Available,66.5
HONDA,CIVIC FD4,2007,1600,Automatic,Petrol,198000,Kandy,1/18/2025,No Leasing,USED,Available,Available,Available,Available,66.5
HONDA,CIVIC FK6,2017,1000,Automatic,Petrol,88000,Nugegoda,1/6/2025,No Leasing,USED,Available,Available,Available,Available,140
HONDA,CIVIC LIMITED EDITION,1985,1300,Manual,Petrol,440000,Polonnaruwa,2/1/2025,No Leasing,USED,Not_Available,Not_Available,Not_Available,Available,7.95
HONDA,CIVIC MUGEN KIT,2018,1000,Automatic,Petrol,77000,Nugegoda,2/1/2025,No Leasing,USED,Available,Available,Available,Available,143.9
HONDA,CIVIC SEDAN,2020,1500,Automatic,Petrol,55000,Colombo,12/27/2024,No Leasing,NEW,Available,Available,Available,Available,210
HONDA,CIVIC SEDAN 1.6 JAPAN,2016,1600,Automatic,Petrol,99000,Colombo,1/28/2025,No Leasing,USED,Available,Available,Available,Available,179.75
HONDA,CIVIC SR,2018,1000,Automatic,Petrol,77000,Nugegoda,2/1/2025,No Leasing,USED,Available,Available,Available,Available,139.5
HONDA,CIVIC SR,2017,1000,Automatic,Petrol,88000,Nugegoda,2/1/2025,No Leasing,USED,Available,Available,Available,Available,135.9
HONDA,CIVIC SR,2018,1200,Automatic,Petrol,77000,Negombo,12/5/2024,No Leasing,USED,Available,Available,Available,Available,125
HONDA,CIVIC SR,2017,1000,Automatic,Petrol,88000,Matugama,12/4/2024,No Leasing,USED,Available,Available,Available,Available,130
HONDA,CIVIC SR VTEC CVT,2017,1000,Automatic,Petrol,88000,Kurunegala,12/31/2024,No Leasing,USED,Available,Available,Available,Available,140
HONDA,CIVIC TECH PACK UK,2018,1000,Automatic,Petrol,77000,Hatton,1/28/2025,No Leasing,USED,Available,Available,Not_Available,Available,139
HONDA,CIVIC TECHPACK,2019,1000,Automatic,Petrol,66000,Anuradapura,2/5/2025,No Leasing,USED,Available,Available,Available,Available,165
HONDA,CRZ,2013,1500,Automatic,Petrol,132000,Kandy,1/31/2025,No Leasing,USED,Available,Available,Available,Available,64.9
HONDA,CRZ,2013,1600,Manual,Hybrid,132000,Anuradapura,1/29/2025,No Leasing,USED,Available,Available,Available,Available,66
HONDA,DEA-GJ1,2007,1500,Automatic,Petrol,198000,Ambalangoda,1/21/2025,No Leasing,USED,Available,Available,Available,Available,69.85
HONDA,DELSOL,1992,1500,Manual,Petrol,363000,Gampaha,2/1/2025,No Leasing,USED,Available,Available,Available,Available,47.5
HONDA,ES1,2002,1500,Automatic,Petrol,253000,Colombo,1/9/2025,No Leasing,USED,Available,Available,Available,Available,53
HONDA,FD1,2007,1800,Automatic,Petrol,198000,Colombo,1/31/2025,No Leasing,USED,Available,Available,Available,Available,68
HONDA,FD3,2008,1300,Automatic,Hybrid,187000,Galle,1/21/2025,No Leasing,USED,Available,Available,Available,Available,70
HONDA,FIT,2014,1500,Automatic,Hybrid,121000,Colombo,2/4/2025,No Leasing,USED,Available,Available,Available,Available,80.3
HONDA,FIT,2012,1300,Automatic,Petrol,143000,Kandana,1/17/2025,No Leasing,USED,Available,Available,Available,Available,62.5
HONDA,FIT,2014,1500,Automatic,Petrol,121000,Nittambuwa,1/16/2025,No Leasing,USED,Available,Available,Available,Available,81
HONDA,FIT,2014,1490,Automatic,Hybrid,121000,Kurunegala,1/15/2025,No Leasing,USED,Available,Available,Available,Available,75
HONDA,FIT,2013,1500,Automatic,Hybrid,132000,Malabe,1/13/2025,No Leasing,USED,Available,Available,Available,Available,87.75
HONDA,FIT,2014,1339,Automatic,Petrol,121000,Panadura,1/11/2025,No Leasing,USED,Available,Available,Available,Available,79
HONDA,FIT,2013,1500,Automatic,Hybrid,132000,Kelaniya,1/9/2025,No Leasing,USED,Available,Available,Available,Available,77
HONDA,FIT,2012,1330,Automatic,Hybrid,143000,Ja-Ela,1/24/2025,No Leasing,USED,Available,Available,Available,Available,64.75
HONDA,FIT,2012,1422,Automatic,Hybrid,143000,Negombo,1/24/2025,No Leasing,USED,Available,Available,Available,Available,63.9
HONDA,FIT,2007,1300,Automatic,Petrol,198000,Dehiwala-Mount-Lavinia,1/22/2025,No Leasing,USED,Available,Available,Available,Available,54.75
HONDA,FIT,2014,1500,Automatic,Petrol,121000,Kalutara,12/26/2024,No Leasing,USED,Available,Available,Available,Available,79
HONDA,FIT,2013,1500,Automatic,Hybrid,132000,Matara,12/25/2024,No Leasing,USED,Available,Available,Available,Available,78.5
HONDA,FIT,2012,1330,Automatic,Petrol,143000,Colombo,12/19/2024,No Leasing,USED,Available,Available,Available,Available,69.75
HONDA,FIT,2011,1330,Automatic,Petrol,154000,Matara,12/8/2024,No Leasing,USED,Available,Available,Available,Available,59
HONDA,FIT,2014,1490,Automatic,Hybrid,121000,Middeniya,12/5/2024,No Leasing,USED,Available,Available,Available,Available,87.5
HONDA,FIT ARIA,2005,1500,Automatic,Petrol,220000,Anuradapura,2/5/2025,No Leasing,USED,Available,Available,Available,Available,38.625
HONDA,FIT ARIA,2007,1490,Automatic,Petrol,198000,Homagama,2/4/2025,No Leasing,USED,Available,Available,Available,Available,50
HONDA,FIT ARIA,2007,1500,Automatic,Petrol,198000,Anuradapura,1/30/2025,No Leasing,USED,Available,Available,Available,Available,49.25
HONDA,FIT ARIA,2008,1500,Automatic,Petrol,187000,Colombo,1/27/2025,No Leasing,USED,Available,Available,Available,Available,45
HONDA,FIT ARIA,2008,1500,Automatic,Petrol,187000,Kandy,1/24/2025,No Leasing,USED,Available,Available,Available,Available,45
HONDA,FIT ARIA,2006,1490,Automatic,Petrol,209000,Kurunegala,1/23/2025,No Leasing,USED,Available,Available,Available,Available,47.8
HONDA,FIT ARIA,2007,1500,Automatic,Petrol,198000,Matara,1/20/2025,No Leasing,USED,Available,Available,Available,Available,48.5
HONDA,FIT ARIA,2007,1470,Automatic,Petrol,198000,Gampaha,12/27/2024,No Leasing,USED,Available,Available,Available,Available,49.25
HONDA,FIT ARIA,2004,1330,Automatic,Petrol,231000,Puttalam,12/17/2024,Ongoing Lease,USED,Available,Available,Available,Available,45.9
HONDA,FIT ARIA,2007,1500,Manual,Petrol,198000,Anuradapura,12/15/2024,No Leasing,USED,Available,Available,Not_Available,Available,49.25
HONDA,FIT ARIA,2005,1500,Automatic,Petrol,220000,Colombo,12/13/2024,No Leasing,USED,Available,Available,Available,Available,38.625
HONDA,FIT ARIA,2008,1500,Automatic,Petrol,187000,Kandy,12/8/2024,No Leasing,USED,Available,Available,Available,Available,49.5
HONDA,FIT ARIA,2004,1330,Automatic,Petrol,231000,Kandy,12/4/2024,No Leasing,USED,Available,Available,Available,Available,45.9
HONDA,FIT ARIA GD 9,2008,1500,Automatic,Petrol,187000,Nattandiya,1/6/2025,No Leasing,USED,Available,Available,Available,Available,52
HONDA,FIT ARIA GD8,2003,1500,Automatic,Petrol,242000,Moratuwa,2/5/2025,No Leasing,USED,Available,Available,Available,Available,38.95
HONDA,FIT GD1,2005,1300,Automatic,Petrol,220000,Beruwala,2/3/2025,No Leasing,USED,Available,Available,Available,Available,43.5
HONDA,FIT GD1,2003,1300,Automatic,Petrol,242000,Dehiwala-Mount-Lavinia,1/29/2025,No Leasing,USED,Available,Available,Available,Available,44
HONDA,FIT GD1,2003,1300,Automatic,Petrol,242000,Kandy,1/18/2025,No Leasing,USED,Available,Available,Available,Available,46.9
HONDA,FIT GD1,2008,1300,Automatic,Petrol,187000,Gampaha,1/28/2025,No Leasing,USED,Available,Available,Available,Available,47.9
HONDA,FIT GD1,2007,1330,Automatic,Petrol,198000,Kiribathgoda,1/26/2025,No Leasing,USED,Available,Available,Available,Available,48
HONDA,FIT GD1,2003,1300,Automatic,Petrol,242000,Kuliyapitiya,1/20/2025,No Leasing,USED,Available,Available,Available,Available,44.5
HONDA,FIT GD1,2007,1300,Automatic,Petrol,198000,Kurunegala,12/22/2024,No Leasing,USED,Available,Available,Available,Available,45.5
HONDA,FIT GE 6,2009,1300,Automatic,Petrol,176000,Veyangoda,1/27/2025,No Leasing,USED,Available,Available,Available,Available,58
HONDA,FIT GE6,2008,1300,Automatic,Petrol,187000,Divulapitiya,2/5/2025,No Leasing,USED,Available,Available,Available,Available,54.75
HONDA,FIT GE6,2007,1300,Automatic,Petrol,198000,Kesbewa,1/31/2025,No Leasing,USED,Available,Available,Available,Not_Available,54.5
HONDA,FIT GE6,2008,1300,Automatic,Petrol,187000,Kandy,1/28/2025,No Leasing,USED,Available,Available,Available,Available,54.75
HONDA,FIT GE6,2010,1330,Automatic,Petrol,165000,Nugegoda,1/25/2025,No Leasing,USED,Available,Available,Available,Available,55.03125
HONDA,FIT GE6,2008,1330,Automatic,Petrol,187000,Dehiwala-Mount-Lavinia,12/23/2024,No Leasing,USED,Available,Available,Available,Available,54.75
HONDA,FIT GE6,2007,1330,Automatic,Petrol,198000,Galle,12/13/2024,No Leasing,USED,Available,Available,Available,Available,54.5
HONDA,FIT GP1,2012,1300,Automatic,Petrol,143000,Kandy,2/5/2025,No Leasing,USED,Available,Available,Available,Available,65.5
HONDA,FIT GP1,2012,1330,Automatic,Hybrid,143000,Moratuwa,2/5/2025,No Leasing,USED,Available,Available,Available,Available,66.02903226
HONDA,FIT GP1,2012,1300,Automatic,Hybrid,143000,Kandy,2/5/2025,No Leasing,USED,Available,Available,Available,Available,69.5
HONDA,FIT GP1,2011,1300,Automatic,Hybrid,154000,Negombo,2/5/2025,No Leasing,USED,Available,Available,Available,Available,64.9
HONDA,FIT GP1,2010,1330,Automatic,Hybrid,165000,Negombo,2/5/2025,No Leasing,USED,Available,Available,Available,Available,62.75
HONDA,FIT GP1,2012,1330,Automatic,Hybrid,143000,Negombo,2/5/2025,No Leasing,USED,Available,Available,Available,Available,63.5
HONDA,FIT GP1,2011,1300,Automatic,Petrol,154000,Wennappuwa,2/5/2025,No Leasing,USED,Available,Available,Available,Available,62.5
HONDA,FIT GP1,2012,1300,Automatic,Petrol,143000,Gampaha,2/5/2025,No Leasing,USED,Available,Available,Available,Available,67
