brand,model,yom,engine_cc,transmission,fuel_type,mileage,town,leasing,air_condition,power_steering,power_mirror,power_window,price,Age,log_engine_cc,price_transformed,town_is_urban
BMW,520D MSPORT,2012,1995.0,Automatic,Diesel,143000.0,Dankotuwa,No Leasing,True,True,True,True,218.00002,14,7.598399329323964,5.384495154532204,False
BMW,520I,2005,2000.0,Automatic,Petrol,220000.0,Kottawa,No Leasing,True,True,True,True,100.0,21,7.600902459542082,4.605170185988092,False
BMW,520I,2011,2000.0,Automatic,Petrol,154000.0,Welisara,No Leasing,True,True,True,True,178.0,15,7.600902459542082,5.181783550292085,False
BMW,520I,2011,2000.0,Automatic,Petrol,154000.0,Kegalle,No Leasing,True,True,True,True,175.0,15,7.600902459542082,5.1647859739235145,True
BMW,525 E,1974,2000.0,Manual,Diesel,561000.0,Panadura,No Leasing,True,True,True,False,14.5,52,7.600902459542082,2.6741486494265287,True
BMW,530E,2017,1990.0,Automatic,Hybrid,88000.0,Colombo,No Leasing,True,True,True,True,364.5,9,7.595889917718538,5.898526551448713,True
BMW,530E,2017,1500.0,Automatic,Petrol,88000.0,Dehiwala-Mount-Lavinia,No Leasing,True,True,True,True,364.5,9,7.313220387090301,5.898526551448713,True
BMW,530E,2017,2000.0,Automatic,Petrol,88000.0,Colombo,No Leasing,True,True,True,True,364.5,9,7.600902459542082,5.898526551448713,True
BMW,530E,2017,1500.0,Automatic,Petrol,88000.0,Kandy,No Leasing,True,True,True,True,364.5,9,7.313220387090301,5.898526551448713,True
BMW,530I M SPORT,2017,2200.0,Automatic,Petrol,88000.0,Colombo,No Leasing,True,False,True,True,460.0,9,7.696212639346407,6.131226489483141,True
BMW,535I,2011,3000.0,Automatic,Petrol,154000.0,Colombo,No Leasing,True,True,True,True,185.0,15,8.006367567650246,5.220355825078324,True
BMW,730 LI,2006,3000.0,Automatic,Petrol,209000.0,Kandy,No Leasing,True,True,True,True,175.0,20,8.006367567650246,5.1647859739235145,True
BMW,730IL,2011,3000.0,Automatic,Petrol,154000.0,Colombo,No Leasing,True,True,True,True,275.0,15,8.006367567650246,5.616771097666572,True
BMW,730L ACTIVEHYBRID 7,2014,3000.0,Automatic,Hybrid,121000.0,Colombo,No Leasing,True,True,True,True,285.0,12,8.006367567650246,5.652489180268651,True
BMW,740LE M SPORT,2016,2000.0,Automatic,Petrol,99000.0,Matale,No Leasing,True,True,True,True,575.0,10,7.600902459542082,6.354370040797351,True
BMW,DE90,2011,2000.0,Automatic,Diesel,154000.0,Homagama,No Leasing,True,True,True,True,127.0,15,7.600902459542082,4.844187086458591,False
BMW,E 30,1988,1800.0,Manual,Petrol,407000.0,Polonnaruwa,No Leasing,True,True,True,True,28.5,38,7.495541943884256,3.349904087274605,True
BMW,E 36 318I,1993,1800.0,Manual,Petrol,352000.0,Hambantota,Ongoing Lease,True,True,True,True,45.0,33,7.495541943884256,3.8066624897703196,True
BMW,E30 316I,1991,1590.0,Manual,Petrol,374000.0,Horana,No Leasing,True,True,False,False,18.0,35,7.371489295214277,2.8903717578961645,True
BMW,E34,1990,1796.0,Manual,Petrol,385000.0,Gampaha,No Leasing,True,True,True,True,29.5,36,7.493317248862145,3.3843902633457743,True
BMW,E39,2002,2500.0,Automatic,Petrol,253000.0,Colombo,No Leasing,True,True,True,True,85.0,24,7.824046010856292,4.442651256490317,True
BMW,E46 318I,2002,1980.0,Manual,Petrol,253000.0,Kandy,No Leasing,True,True,True,True,65.0,24,7.590852123688581,4.174387269895637,True
BMW,E46 320D,2000,2500.0,Manual,Diesel,275000.0,Homagama,No Leasing,True,True,True,True,62.5,26,7.824046010856292,4.135166556742356,False
BMW,E60 530I,2004,3000.0,Automatic,Petrol,231000.0,Dehiwala-Mount-Lavinia,No Leasing,True,True,True,True,95.0,22,8.006367567650246,4.553876891600541,True
BMW,G30 530I,2017,2000.0,Automatic,Petrol,88000.0,Colombo,No Leasing,True,True,True,True,380.0,9,7.600902459542082,5.940171252720432,True
BMW,I3 REX,2016,650.0,Automatic,Hybrid,99000.0,Piliyandala,No Leasing,True,True,True,True,167.0,10,6.476972362889683,5.117993812416755,False
BMW,I3 REX,2016,650.0,Automatic,Hybrid,99000.0,Piliyandala,No Leasing,True,True,True,True,167.0,10,6.476972362889683,5.117993812416755,False
BMW,I8 COUPE,2018,2990.0,Automatic,Hybrid,77000.0,Kurunegala,No Leasing,True,True,True,True,349.0,8,8.003028666384733,5.855071922202427,True
